City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
226,tidjikja,18.5564,-11.4271,18.529999999999973,11,0,7.59,MR,1707273361
227,ulsteinvik,62.3432,5.8487,-4.759999999999991,79,100,1.34,NO,1707273361
228,thunder bay,48.4001,-89.3168,-0.8600000000000136,93,100,1.54,CA,1707273361
229,jiuquan,39.7432,98.5174,-8.129999999999995,74,92,1.52,CN,1707273362
230,afif,23.9065,42.9172,7.050000000000011,40,0,5.14,SA,1707273362
231,vila velha,-20.3297,-40.2925,22.00999999999999,92,0,1.34,BR,1707273362
232,sungai penuh,-2.0833,101.3833,23.19999999999999,67,97,1.22,ID,1707273362
233,onega,63.9061,38.1404,-29.72,100,48,1.79,RU,1707273363
234,callao,-12.0667,-77.15,26.329999999999984,69,0,8.23,PE,1707273074
235,mbanza kongo,-6.267,14.2401,18.620000000000005,95,100,0.71,AO,1707273363
236,mount isa,-20.7333,139.5,31.019999999999982,46,99,5.14,AU,1707273364
237,shahr-e kord,32.3256,50.8644,-8.980000000000018,86,0,1.03,IR,1707273364
238,opuwo,-18.0607,13.84,18.100000000000023,89,99,1.73,NA,1707273364
239,kailua-kona,19.6406,-155.9956,25.129999999999995,59,100,5.14,US,1707273365
240,garachico,28.7781,-17.7646,15.20999999999998,27,0,2.06,ES,1707273365
241,corner brook,48.9667,-57.9484,-5.759999999999991,98,64,0.17,CA,1707273365
242,brokopondo,4.75,-55.1667,22.600000000000023,93,84,3.28,SR,1707273365
243,twon-brass,4.3151,6.2418,25.310000000000002,80,43,2.19,NG,1707273366
244,sydney mines,46.2367,-60.2177,-1.7099999999999795,87,40,7.15,CA,1707273366
245,barrouallie,13.2333,-61.2667,24.930000000000007,77,43,7.6,VC,1707273367
246,strezhevoy,60.7333,77.5889,-5.759999999999991,95,96,4.02,RU,1707273367
247,wanning,18.8003,110.3967,23.170000000000016,78,97,3.56,CN,1707273367
248,chikhli,20.35,76.25,20.180000000000007,45,1,2.6,IN,1707273368
249,gao,16.6362,1.637,13.689999999999998,19,57,5.94,ML,1707273368
250,jamestown,42.097,-79.2353,-3.0500000000000114,85,0,3.09,US,1707273368
251,jolo,6.05,121.0167,27.389999999999986,64,92,0.8,PH,1707273368
252,ust-nera,64.5667,143.2,-30.439999999999998,93,65,0.68,RU,1707273149
253,badr hunayn,23.7829,38.7905,15.740000000000009,21,0,3.79,SA,1707273369
254,howrah,22.5892,88.3103,17.149999999999977,88,40,4.12,IN,1707273369
255,nova sintra,14.8667,-24.7167,19.069999999999993,72,0,5.98,CV,1707273367
256,poronaysk,49.2167,143.1167,-14.350000000000023,77,13,1.37,RU,1707273233
257,atar,20.5169,-13.0499,17.889999999999986,10,7,5.0,MR,1707273371
258,marsh harbour,26.5412,-77.0636,18.939999999999998,71,97,14.65,BS,1707273371
259,rio cuarto,-33.1307,-64.3499,25.019999999999982,61,0,4.63,AR,1707273355
260,knjazevac,43.5648,22.2502,4.889999999999986,76,55,2.77,RS,1707273371
261,binissalem,39.6871,2.8417,9.230000000000018,91,20,0.89,ES,1707273371
262,bengkulu,-3.8004,102.2655,26.629999999999995,68,66,1.04,ID,1707273372
263,olinda,-8.0089,-34.8553,27.0,74,20,4.12,BR,1707273363
264,bamboo flat,11.7,92.7167,21.19999999999999,94,39,1.03,IN,1707273372
265,rio tuba,8.5061,117.4317,26.310000000000002,73,5,5.71,PH,1707273372
